OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area,GEOID_Data
4850,06,095,252314,3,060952523143,Block Group 3,G5030,S,741123,0,+38.2770123,-122.0294037,0.03408999559591979,7.630410761950068e-5,15000US060952523143
4851,06,095,251803,4,060952518034,Block Group 4,G5030,S,281260,0,+38.1506053,-122.2628633,0.024405029855363806,2.890831689662814e-5,15000US060952518034
4852,06,095,253404,2,060952534042,Block Group 2,G5030,S,485777,0,+38.4550221,-121.8291371,0.03405363810490074,5.0135522679219086e-5,15000US060952534042
4853,06,095,252104,1,060952521041,Block Group 1,G5030,S,4514158,865,+38.0911858,-122.1846680,0.13167661031833205,0.0004637285425823863,15000US060952521041
4854,06,095,252707,2,060952527072,Block Group 2,G5030,S,706945,0,+38.2675796,-121.9942999,0.04287809965279211,7.27756534726126e-5,15000US060952527072
4855,06,095,252102,1,060952521021,Block Group 1,G5030,S,19354123,31977724,+38.0913000,-122.0885699,0.42378696842143837,0.005271003518859987,15000US060952521021
4856,06,095,252104,3,060952521043,Block Group 3,G5030,S,2888784,433387,+38.0876950,-122.1468568,0.1214134982586668,0.00034117121184043303,15000US060952521043
4857,06,095,253101,3,060952531013,Block Group 3,G5030,S,391142,0,+38.3541979,-121.9959453,0.027529471745306754,4.0313019972228886e-5,15000US060952531013
4858,06,095,252903,3,060952529033,Block Group 3,G5030,S,20137798,50813,+38.4097197,-122.0000560,0.23008132102258183,0.0020822553552709397,15000US060952529033
4859,06,095,253300,1,060952533001,Block Group 1,G5030,S,263853937,2004036,+38.3767786,-121.7975023,0.8346060698805825,0.027408597944205935,15000US060952533001
4860,06,095,252401,4,060952524014,Block Group 4,G5030,S,303205,0,+38.2515609,-122.0625871,0.03517805421346087,3.120605708597816e-5,15000US060952524014
4861,06,095,253500,4,060952535004,Block Group 4,G5030,S,205925748,10930343,+38.1311499,-121.8217361,0.6853128198808511,0.02228284371453433,15000US060952535004
4862,06,095,250900,2,060952509002,Block Group 2,G5030,S,392136,0,+38.1001266,-122.2567300,0.0261059886231874,4.027690003809117e-5,15000US060952509002
4863,06,013,301000,2,060133010002,Block Group 2,G5030,S,5024203,0,+38.0296407,-121.6289458,0.10318010589475965,0.0005155563820957366,15000US060133010002
4864,06,071,006500,4,060710065004,Block Group 4,G5030,S,1462302,0,+34.1003002,-117.2743820,0.059124101599196156,0.00014286381421570242,15000US060710065004
4865,06,013,302007,1,060133020071,Block Group 1,G5030,S,3378550,0,+37.9809465,-121.7050045,0.07350219238486612,0.0003464617407969765,15000US060133020071
4866,06,013,303103,4,060133031034,Block Group 4,G5030,S,2002922,0,+37.9254024,-121.6841661,0.0691525491811306,0.0002052418508276245,15000US060133031034
4867,06,013,303103,3,060133031033,Block Group 3,G5030,S,2549295,0,+37.9470629,-121.6868150,0.0649319068964205,0.00026130508121516874,15000US060133031033
4868,06,071,007903,2,060710079032,Block Group 2,G5030,S,493949,0,+34.1113731,-117.1786308,0.03188881511274456,4.826391793781719e-5,15000US060710079032
4869,06,071,007903,3,060710079033,Block Group 3,G5030,S,1062727,0,+34.1161105,-117.1872927,0.04477118106376054,0.00010384507956321159,15000US060710079033
4870,06,065,044930,1,060650449301,Block Group 1,G5030,S,3745730,112540,+33.7523394,-116.3641489,0.07870908268986149,0.0003754142030702398,15000US060650449301
4871,06,065,045124,1,060650451241,Block Group 1,G5030,S,61700159,0,+33.6765160,-116.4287162,0.48718276584980186,0.005998647495685877,15000US060650451241
4872,06,065,046500,3,060650465003,Block Group 3,G5030,S,327666,0,+33.9811843,-117.3354809,0.024818691983172977,3.1968175841370744e-5,15000US060650465003
4873,06,065,041803,2,060650418032,Block Group 2,G5030,S,2161213,0,+33.8350950,-117.5848809,0.07608541745943714,0.00021050060069539893,15000US060650418032
4874,06,071,007110,2,060710071102,Block Group 2,G5030,S,891904,0,+34.0591177,-117.2924680,0.044500623085792265,8.709555848929854e-5,15000US060710071102
4875,06,071,009500,1,060710095001,Block Group 1,G5030,S,611814,0,+34.8959586,-117.0135656,0.03669343310841465,6.033567878065712e-5,15000US060710095001
4876,06,071,011500,2,060710115002,Block Group 2,G5030,S,504316386,136810,+34.1416710,-116.8179812,1.8437586616721546,0.04931053474635097,15000US060710115002
4877,06,071,011403,3,060710114033,Block Group 3,G5030,S,3273615,0,+34.2539278,-116.8285354,0.10437921636692289,0.0003203970482052147,15000US060710114033
4878,06,071,011403,2,060710114032,Block Group 2,G5030,S,5078073,0,+34.2351161,-116.8218134,0.11273476530484296,0.0004968945412055813,15000US060710114032
4879,06,071,008901,1,060710089011,Block Group 1,G5030,S,357785438,1954416,+35.7168863,-117.5385731,0.9487919186771989,0.035833190442894104,15000US060710089011
4880,06,071,011101,1,060710111011,Block Group 1,G5030,S,1506011,0,+34.2074232,-117.1246360,0.10221443404457796,0.00014731744429660377,15000US060710111011
4881,06,071,011101,2,060710111012,Block Group 2,G5030,S,16081682,0,+34.2079642,-117.1532849,0.2793945916915032,0.0015731118272902455,15000US060710111012
4882,06,071,011001,1,060710110011,Block Group 1,G5030,S,3358448,0,+34.2396658,-117.2054789,0.09118173496288218,0.0003286451320018562,15000US060710110011
4883,06,071,009905,1,060710099051,Block Group 1,G5030,S,2190536,0,+34.5390111,-117.3222446,0.0834587912625019,0.00021511157437948447,15000US060710099051
4884,06,071,940100,1,060719401001,Block Group 1,G5030,S,97602691,1199272,+34.1902380,-114.2945493,0.5033265956663995,0.009663389214903314,15000US060719401001
4885,06,071,010413,2,060710104132,Block Group 2,G5030,S,50743800,0,+34.0736451,-116.4760461,0.37035721829037593,0.004956029494543369,15000US060710104132
4886,06,071,010424,2,060710104242,Block Group 2,G5030,S,751904849,0,+34.2398023,-116.6348263,1.8032897035065896,0.07357894720060477,15000US060710104242
4887,06,071,012101,1,060710121011,Block Group 1,G5030,S,34231183,0,+34.5983961,-117.1875222,0.28462452339608957,0.0033638740791269457,15000US060710121011
4888,06,071,012103,2,060710121032,Block Group 2,G5030,S,42745555,0,+34.4224193,-116.9913615,0.2756849286580612,0.0041918737296796375,15000US060710121032
4889,06,071,010423,3,060710104233,Block Group 3,G5030,S,83049346,0,+34.2555847,-116.4791317,0.40974832610584927,0.008128410358545538,15000US060710104233
4890,06,071,010416,3,060710104163,Block Group 3,G5030,S,119965820,0,+34.2046814,-116.2081858,0.5512448579882124,0.011734622386806969,15000US060710104163
4891,06,073,008301,2,060730083012,Block Group 2,G5030,S,904892,0,+32.8149109,-117.2357728,0.050332536686757544,8.712917209843888e-5,15000US060730083012
4892,06,071,008001,1,060710080011,Block Group 1,G5030,S,322411,0,+34.0791043,-117.1780522,0.0247660786599181,3.1491175188805087e-5,15000US060710080011
4893,06,071,008001,2,060710080012,Block Group 2,G5030,S,488054,0,+34.0773126,-117.1856923,0.03922263853957063,4.766899570458627e-5,15000US060710080012
4894,06,071,008001,3,060710080013,Block Group 3,G5030,S,4080046,0,+34.0818294,-117.1906832,0.10940395661215079,0.00039852553806093597,15000US060710080013
4895,06,071,008002,1,060710080021,Block Group 1,G5030,S,583197,0,+34.0739496,-117.1778117,0.03567793591678999,5.695969866525879e-5,15000US060710080021
4896,06,071,008002,2,060710080022,Block Group 2,G5030,S,226124,0,+34.0690196,-117.1804059,0.02340661465286948,2.2083960073917683e-5,15000US060710080022
4897,06,071,008002,4,060710080024,Block Group 4,G5030,S,320319,0,+34.0646285,-117.1781490,0.024594352620791942,3.1281797252297086e-5,15000US060710080024
4898,06,071,009707,1,060710097071,Block Group 1,G5030,S,4066226,256829,+34.4544426,-117.2431958,0.10000759706348619,0.000424101687601228,15000US060710097071
4899,06,071,009709,1,060710097091,Block Group 1,G5030,S,3868119,0,+34.4642755,-117.1945803,0.0814082613144419,0.00037951640011269893,15000US060710097091
4900,06,071,009709,2,060710097092,Block Group 2,G5030,S,1939454,0,+34.4534177,-117.1945847,0.066928742697473,0.00019026304894729997,15000US060710097092
4901,06,071,009709,3,060710097093,Block Group 3,G5030,S,1926474,0,+34.4461793,-117.1945512,0.06691122224831259,0.0001889738816595377,15000US060710097093
4902,06,065,941400,3,060659414003,Block Group 3,G5030,S,643876,0,+33.8195459,-116.5325734,0.031794125596546714,6.270178481959551e-5,15000US060659414003
4903,06,073,008301,3,060730083013,Block Group 3,G5030,S,462090,0,+32.8216413,-117.2381666,0.03397378709537848,4.449653424489764e-5,15000US060730083013
4904,06,073,008303,3,060730083033,Block Group 3,G5030,S,696025,0,+32.8359294,-117.2534700,0.03936588906563239,6.703337062334792e-5,15000US060730083033
4905,06,073,008306,1,060730083061,Block Group 1,G5030,S,307760,0,+32.8502103,-117.2202990,0.031970857943093046,2.964478625593873e-5,15000US060730083061
4906,06,031,000100,1,060310001001,Block Group 1,G5030,S,107692431,0,+36.3667811,-119.5500144,0.4545934866627573,0.01081406407275392,15000US060310001001
4907,06,037,432902,2,060374329022,Block Group 2,G5030,S,222365,0,+34.0756325,-118.0581250,0.0199837119429875,2.1718302110292828e-5,15000US060374329022
4908,06,037,265303,1,060372653031,Block Group 1,G5030,S,47609,0,+34.0693200,-118.4537428,0.008566218595931653,4.6495439015663e-6,15000US060372653031
4909,06,037,212800,2,060372128002,Block Group 2,G5030,S,196038,0,+34.0523359,-118.3309461,0.02111638598873302,1.9141643906052517e-5,15000US060372128002
4910,06,037,192700,1,060371927001,Block Group 1,G5030,S,324337,0,+34.0813811,-118.2880076,0.02347968753705214,3.167993328888368e-5,15000US060371927001
4911,06,071,008200,1,060710082001,Block Group 1,G5030,S,447577,0,+34.0517458,-117.1762878,0.02670939176900418,4.370274438471147e-5,15000US060710082001
4912,06,071,009500,2,060710095002,Block Group 2,G5030,S,870311,0,+34.8901650,-117.0043000,0.06727846903996602,8.582179314210611e-5,15000US060710095002
4913,06,071,009500,3,060710095003,Block Group 3,G5030,S,580007,0,+34.8885780,-117.0132798,0.04723421382022822,5.71937995405138e-5,15000US060710095003
4914,06,071,008705,2,060710087052,Block Group 2,G5030,S,1282095,0,+34.0300719,-117.0793196,0.06611587839771027,0.00012515600289570957,15000US060710087052
4915,06,071,002703,1,060710027031,Block Group 1,G5030,S,850675,0,+34.1688824,-117.4248966,0.043907785042632055,8.317501408144352e-5,15000US060710027031
4916,06,071,001001,2,060710010012,Block Group 2,G5030,S,398512,0,+34.0760329,-117.6754588,0.02870725784203001,3.892270811158293e-5,15000US060710010012
4917,06,095,250300,1,060952503001,Block Group 1,G5030,S,416495,0,+38.1078523,-122.2236269,0.031179414627897504,4.2783271753281696e-5,15000US060952503001
4918,06,095,252401,3,060952524013,Block Group 3,G5030,S,445932,0,+38.2555396,-122.0607409,0.04143470551278796,4.589885484409664e-5,15000US060952524013
4919,06,095,252705,3,060952527053,Block Group 3,G5030,S,205340,0,+38.2509783,-121.9907185,0.0184203877916116,2.1133907907209658e-5,15000US060952527053
4920,06,095,253201,4,060952532014,Block Group 4,G5030,S,1428254,0,+38.3646046,-122.0165190,0.06594093630246665,0.00014722375797996626,15000US060952532014
4921,06,029,004604,4,060290046044,Block Group 4,G5030,S,120140611,1637785,+35.7546028,-119.1534570,0.475605520833793,0.01213543664320726,15000US060290046044
4922,06,029,004701,2,060290047012,Block Group 2,G5030,S,3907783,0,+35.6821611,-119.2446878,0.08925446270754374,0.0003890696413019972,15000US060290047012
4923,06,029,004800,1,060290048001,Block Group 1,G5030,S,1090471,0,+35.7826507,-119.2548492,0.044440249004170373,0.00010870470035447036,15000US060290048001
4924,06,029,004800,2,060290048002,Block Group 2,G5030,S,647494,0,+35.7724665,-119.2538233,0.03284261823328408,6.453786494770116e-5,15000US060290048002
4925,06,029,004800,3,060290048003,Block Group 3,G5030,S,904634,0,+35.7652327,-119.2525834,0.038780991324482816,9.016021800090643e-5,15000US060290048003
4926,06,071,009710,1,060710097101,Block Group 1,G5030,S,2616147,0,+34.4928333,-117.1987730,0.06420842849570692,0.00025676680533669307,15000US060710097101
4927,06,071,009710,3,060710097103,Block Group 3,G5030,S,1374052,0,+34.4784555,-117.1950041,0.048177769205909333,0.00013483626033976336,15000US060710097103
4928,06,071,009711,1,060710097111,Block Group 1,G5030,S,3146406,310980,+34.4893960,-117.2475185,0.0888187511454817,0.00033930399263677676,15000US060710097111
4929,06,071,009711,2,060710097112,Block Group 2,G5030,S,3986085,0,+34.4930809,-117.2290143,0.09071080722480906,0.0003912236451823682,15000US060710097112
4930,06,071,009711,3,060710097113,Block Group 3,G5030,S,1292684,0,+34.4932599,-117.2114593,0.05057567185635257,0.000126873676773731,15000US060710097113
4931,06,037,243000,4,060372430004,Block Group 4,G5030,S,176541,0,+33.9370173,-118.2314375,0.01686884624604501,1.7215252283502635e-5,15000US060372430004
4932,06,019,002100,4,060190021004,Block Group 4,G5030,S,382103,0,+36.7620004,-119.8230557,0.02860343504257319,3.856274382440121e-5,15000US060190021004
4933,06,071,011900,1,060710119001,Block Group 1,G5030,S,73421226,0,+34.9443475,-117.1922398,0.4833450330061033,0.007244810954515925,15000US060710119001
4934,06,071,009716,1,060710097161,Block Group 1,G5030,S,6457816,0,+34.5447147,-117.2304914,0.14111692698846937,0.0006342027668908388,15000US060710097161
4935,06,071,009708,3,060710097083,Block Group 3,G5030,S,137215013,375665,+34.3865750,-117.1301495,0.6884734639570503,0.013487249391601841,15000US060710097083
4936,06,071,009708,2,060710097082,Block Group 2,G5030,S,46399634,0,+34.4293011,-117.1160168,0.48055110949643365,0.004550582273919078,15000US060710097082
4937,06,071,010802,2,060710108022,Block Group 2,G5030,S,3796097,0,+34.2576384,-117.2974192,0.13208142939556408,0.00037154965310800343,15000US060710108022
4938,06,083,001208,4,060830012084,Block Group 4,G5030,S,246119,24799,+34.3975212,-119.7254531,0.026458674531475677,2.6560322830648536e-5,15000US060830012084
4939,06,037,500201,1,060375002011,Block Group 1,G5030,S,4907112,755,+33.9601217,-117.9691848,0.1295744389533429,0.00047871220890976926,15000US060375002011
4940,06,037,277200,1,060372772001,Block Group 1,G5030,S,380122,0,+33.9561879,-118.3830931,0.024716125817336475,3.707512405615738e-5,15000US060372772001
4941,06,037,533901,2,060375339012,Block Group 2,G5030,S,205870,0,+33.9745442,-118.1551833,0.023396877927127722,2.008408679167025e-5,15000US060375339012
4942,06,037,235201,1,060372352011,Block Group 1,G5030,S,180726,0,+33.9763842,-118.3201760,0.01699229132973914,1.763135989734858e-5,15000US060372352011
4943,06,037,239310,1,060372393101,Block Group 1,G5030,S,188857,0,+33.9784974,-118.2794926,0.020082127976619384,1.842495216254595e-5,15000US060372393101
4944,06,037,503301,3,060375033013,Block Group 3,G5030,S,281276,0,+33.9507985,-118.0163346,0.026504414107579727,2.7432596549626362e-5,15000US060375033013
4945,06,037,535804,2,060375358042,Block Group 2,G5030,S,280878,0,+33.9471180,-118.2049139,0.024642133269028827,2.7392470419156463e-5,15000US060375358042
4946,06,037,238000,3,060372380003,Block Group 3,G5030,S,264542,0,+33.9497546,-118.3068250,0.020555038100715548,2.580010887012343e-5,15000US060372380003
4947,06,037,532606,1,060375326061,Block Group 1,G5030,S,78454,0,+33.9860604,-118.2208727,0.011302871885833985,7.654944061175078e-6,15000US060375326061
4948,06,037,234800,2,060372348002,Block Group 2,G5030,S,173510,0,+33.9828622,-118.3247971,0.018071506789223545,1.692838344433926e-5,15000US060372348002
4949,06,037,703200,5,060377032005,Block Group 5,G5030,S,514707,0,+34.0004208,-118.3454635,0.03307773650611153,5.0227785559257196e-5,15000US060377032005
4950,06,037,500700,3,060375007003,Block Group 3,G5030,S,343581,0,+33.9922493,-118.0936182,0.02914362597387219,3.352498051126959e-5,15000US060375007003
4951,06,071,002502,1,060710025021,Block Group 1,G5030,S,653802,0,+34.0811314,-117.4667860,0.03215002659466929,6.386068342491265e-5,15000US060710025021
4952,06,071,007800,1,060710078001,Block Group 1,G5030,S,14553238,0,+34.0778362,-117.2210189,0.17196260705483737,0.0014214483598073973,15000US060710078001
4953,06,071,004504,1,060710045041,Block Group 1,G5030,S,4506826,0,+34.1940060,-117.3385890,0.12267184751723494,0.0004407863529367666,15000US060710045041
4954,06,071,008703,3,060710087033,Block Group 3,G5030,S,8692664,0,+34.0318417,-117.0120998,0.12000536345734387,0.0008485804657564893,15000US060710087033
4955,06,029,004800,4,060290048004,Block Group 4,G5030,S,2039890,0,+35.7538385,-119.2514035,0.05742540224242035,0.00020327681509126655,15000US060290048004
4956,06,037,229300,3,060372293003,Block Group 3,G5030,S,130841,0,+33.9981534,-118.2728638,0.016044342082860957,1.2767762904351356e-5,15000US060372293003
4957,06,037,231900,1,060372319001,Block Group 1,G5030,S,244763,0,+33.9983026,-118.2761377,0.019677229408725256,2.3884666395840454e-5,15000US060372319001
4958,06,037,702802,2,060377028022,Block Group 2,G5030,S,362675,0,+34.0033292,-118.4161132,0.035451261435568725,3.539292883147798e-5,15000US060377028022
4959,06,037,297300,1,060372973001,Block Group 1,G5030,S,305273,0,+33.7235137,-118.3082078,0.026447109998749448,2.969535279749842e-5,15000US060372973001
4960,06,037,297500,2,060372975002,Block Group 2,G5030,S,457760,2159170,+33.7107078,-118.3025064,0.07150849573539522,0.0002545112868486746,15000US060372975002
4961,06,037,530101,4,060375301014,Block Group 4,G5030,S,155652,0,+34.0149649,-118.1043288,0.01576610230777608,1.5191696428089516e-5,15000US060375301014
4962,06,037,222500,3,060372225003,Block Group 3,G5030,S,248254,0,+34.0195795,-118.3045319,0.022947716868730834,2.4230998752710635e-5,15000US060372225003
4963,06,037,531603,2,060375316032,Block Group 2,G5030,S,251703,0,+34.0283865,-118.1616882,0.02093674047973348,2.457044132849845e-5,15000US060375316032
4964,06,037,407200,3,060374072003,Block Group 3,G5030,S,267662,0,+34.0300266,-117.9587431,0.02306091287316408,2.6128873796053676e-5,15000US060374072003
4965,06,071,008301,5,060710083015,Block Group 5,G5030,S,1782126,0,+34.0408217,-117.2095585,0.08167269029592036,0.00017398966974480165,15000US060710083015
4966,06,071,007104,1,060710071041,Block Group 1,G5030,S,1370827,0,+34.0397458,-117.2970759,0.06778540363089898,0.00013383292490517175,15000US060710071041
4967,06,071,007105,1,060710071051,Block Group 1,G5030,S,652741,0,+34.0428434,-117.2887162,0.041215706142474266,6.3729074582845e-5,15000US060710071051
4968,06,037,433504,2,060374335042,Block Group 2,G5030,S,216893,0,+34.0609117,-118.0498817,0.01901698235983876,2.1180171403934158e-5,15000US060374335042
4969,06,037,531302,3,060375313023,Block Group 3,G5030,S,272679,0,+34.0141083,-118.1785349,0.020611767718044138,2.6613561312072663e-5,15000US060375313023
4970,06,037,209520,2,060372095202,Block Group 2,G5030,S,90852,0,+34.0513294,-118.2786610,0.012238133688582474,8.871022495963524e-6,15000US060372095202
4971,06,037,267100,2,060372671002,Block Group 2,G5030,S,287148,0,+34.0549415,-118.4200727,0.02501390063326499,2.8038855441051594e-5,15000US060372671002
4972,06,037,212306,1,060372123061,Block Group 1,G5030,S,82891,0,+34.0561345,-118.2928764,0.011470103194519726,8.094259662170747e-6,15000US060372123061
4973,06,037,407101,3,060374071013,Block Group 3,G5030,S,184287,0,+34.0473163,-117.9713806,0.01920711322030275,1.7993461139810943e-5,15000US060374071013
4974,06,037,216100,1,060372161001,Block Group 1,G5030,S,265155,0,+34.0589364,-118.3363270,0.023458921743781825,2.589268638519149e-5,15000US060372161001
4975,06,037,482202,3,060374822023,Block Group 3,G5030,S,201406,0,+34.0575970,-118.1102397,0.01780076350365587,1.9667183557460345e-5,15000US060374822023
4976,06,029,004101,2,060290041012,Block Group 2,G5030,S,651674,0,+35.5034524,-119.2738076,0.032359279256087524,6.474018058004576e-5,15000US060290041012
4977,06,029,004102,2,060290041022,Block Group 2,G5030,S,648193,0,+35.4962220,-119.2827907,0.03225820991609271,6.43889278185993e-5,15000US060290041022
4978,06,037,482202,1,060374822021,Block Group 1,G5030,S,244134,0,+34.0612181,-118.1124514,0.022870561129128168,2.384041545326619e-5,15000US060374822021
4979,06,037,211910,1,060372119101,Block Group 1,G5030,S,47601,0,+34.0681190,-118.2979314,0.008752078231500912,4.648780895925253e-6,15000US060372119101
4980,06,037,211320,2,060372113202,Block Group 2,G5030,S,92309,0,+34.0708552,-118.2953864,0.012264369373311367,9.01529850991257e-6,15000US060372113202
4981,06,037,402502,1,060374025021,Block Group 1,G5030,S,274867,0,+34.0492922,-117.7545003,0.02473977861451406,2.6838186037677538e-5,15000US060374025021
4982,06,037,217200,4,060372172004,Block Group 4,G5030,S,172716,0,+34.0514303,-118.3418283,0.01628991006819251,1.6864526628529847e-5,15000US060372172004
4983,06,037,406602,3,060374066023,Block Group 3,G5030,S,301563,0,+34.0536382,-117.9289225,0.029781278625811352,2.9446015588472498e-5,15000US060374066023
4984,06,037,214000,1,060372140001,Block Group 1,G5030,S,191631,0,+34.0781913,-118.3509275,0.017335084964397524,1.8716975574048816e-5,15000US060372140001
4985,06,037,192410,4,060371924104,Block Group 4,G5030,S,229620,0,+34.0798585,-118.3211441,0.02082071682627542,2.2428161558847998e-5,15000US060371924104
4986,06,037,405500,1,060374055001,Block Group 1,G5030,S,188813,0,+34.0815080,-117.9235714,0.019773536460639927,1.8442585901863807e-5,15000US060374055001
4987,06,037,481103,2,060374811032,Block Group 2,G5030,S,221104,0,+34.0929238,-118.0952141,0.022400002363248274,2.159950785345894e-5,15000US060374811032
4988,06,071,008200,2,060710082002,Block Group 2,G5030,S,931846,0,+34.0451236,-117.1741937,0.04713831637019178,9.098097373991532e-5,15000US060710082002
4989,06,071,008200,3,060710082003,Block Group 3,G5030,S,431245,0,+34.0424205,-117.1805666,0.03151114060806545,4.210337887408038e-5,15000US060710082003
4990,06,071,008301,1,060710083011,Block Group 1,G5030,S,323829,0,+34.0489337,-117.1933847,0.024369637357421425,3.161860058391069e-5,15000US060710083011
4991,06,071,008301,2,060710083012,Block Group 2,G5030,S,647761,0,+34.0444002,-117.1897744,0.032088848634592916,6.324372685974178e-5,15000US060710083012
4992,06,071,008302,1,060710083021,Block Group 1,G5030,S,592991,0,+34.0385032,-117.1838847,0.03721724379967851,5.789229297638566e-5,15000US060710083021
4993,06,071,009500,4,060710095004,Block Group 4,G5030,S,917879,0,+34.8898125,-117.0227686,0.051763221913267536,9.051237095584898e-5,15000US060710095004
4994,06,029,004200,1,060290042001,Block Group 1,G5030,S,160644473,0,+35.4822316,-119.3805277,0.6131056370956718,0.01595500232874771,15000US060290042001
4995,06,037,401902,3,060374019023,Block Group 3,G5030,S,497411,0,+34.1016128,-117.7247926,0.029121346990517064,4.8596768981213064e-5,15000US060374019023
4996,06,037,195300,3,060371953003,Block Group 3,G5030,S,250870,0,+34.1002104,-118.2865782,0.02256481623721397,2.45094900374128e-5,15000US060371953003
4997,06,037,190700,2,060371907002,Block Group 2,G5030,S,152742,0,+34.0986808,-118.3372451,0.01794885032640172,1.4922311847564099e-5,15000US060371907002
4998,06,037,400404,2,060374004042,Block Group 2,G5030,S,13216909,330968,+34.1633687,-117.8255175,0.1918091668706797,0.0013245918283691714,15000US060374004042
4999,06,037,403802,2,060374038022,Block Group 2,G5030,S,329411,0,+34.1048889,-117.8507255,0.024820758826087176,3.2184340778683317e-5,15000US060374038022
5000,06,037,400404,3,060374004043,Block Group 3,G5030,S,1697213,0,+34.1414209,-117.8295098,0.06752373243035123,0.0001658929820807057,15000US060374004043
5001,06,037,480902,2,060374809022,Block Group 2,G5030,S,178429,0,+34.0784991,-118.1396796,0.02328838990195847,1.7427642227523357e-5,15000US060374809022
5002,06,037,400501,1,060374005011,Block Group 1,G5030,S,10872476,10499,+34.1611292,-117.8641751,0.18444013989450256,0.001063980341370953,15000US060374005011
5003,06,037,183610,2,060371836102,Block Group 2,G5030,S,236293,0,+34.1122717,-118.1942872,0.020092398746781297,2.3088622780046754e-5,15000US060371836102
5004,06,037,430803,2,060374308032,Block Group 2,G5030,S,727087,0,+34.1134796,-118.0277915,0.03643817785652375,7.104545719200258e-5,15000US060374308032
5005,06,037,401303,1,060374013031,Block Group 1,G5030,S,5910050,3931,+34.0673148,-117.8140095,0.13619007673925093,0.0005775954110407423,15000US060374013031
5006,06,037,401304,1,060374013041,Block Group 1,G5030,S,2572272,2236,+34.0852124,-117.8343871,0.09723480763162007,0.00025148059110532256,15000US060374013041
5007,06,037,401304,2,060374013042,Block Group 2,G5030,S,5685117,991990,+34.0838773,-117.7949569,0.1357109548425098,0.0006522406182844179,15000US060374013042
5008,06,037,189701,1,060371897011,Block Group 1,G5030,S,381795,0,+34.1292728,-118.3427696,0.02915369654215526,3.731304960967014e-5,15000US060371897011
5009,06,037,463800,4,060374638004,Block Group 4,G5030,S,498065,0,+34.1358531,-118.1821660,0.050649948935928876,4.867990717170312e-5,15000US060374638004
5010,06,037,143300,3,060371433003,Block Group 3,G5030,S,285158,0,+34.1506414,-118.3864180,0.02334504780573512,2.787564011274728e-5,15000US060371433003
5011,06,037,138000,3,060371380003,Block Group 3,G5030,S,750645,0,+34.1518384,-118.6003921,0.04931288803521323,7.338016767520188e-5,15000US060371380003
5012,06,037,461400,2,060374614002,Block Group 2,G5030,S,272398,0,+34.1722039,-118.1248770,0.024286634250243598,2.66350854208048e-5,15000US060374614002
5013,06,037,301501,1,060373015011,Block Group 1,G5030,S,342846,0,+34.1730039,-118.2838692,0.02745081085097327,3.352341921703424e-5,15000US060373015011
5014,06,071,009712,1,060710097121,Block Group 1,G5030,S,2588610,0,+34.4933362,-117.1814598,0.06410760530422822,0.0002540656695361125,15000US060710097121
5015,06,071,009712,2,060710097122,Block Group 2,G5030,S,2972010,0,+34.4935908,-117.1628402,0.07826232031721046,0.0002916966996103791,15000US060710097122
5016,06,071,009712,3,060710097123,Block Group 3,G5030,S,1856746,0,+34.4823687,-117.1774990,0.06699254394261832,0.00018221137612980744,15000US060710097123
5017,06,071,009713,1,060710097131,Block Group 1,G5030,S,6183593,0,+34.5397063,-117.1817301,0.10636255712484469,0.0006072364403645828,15000US060710097131
5018,06,037,139303,1,060371393031,Block Group 1,G5030,S,282172,0,+34.1775610,-118.5334123,0.021015392592213494,2.7592394836795606e-5,15000US060371393031
5019,06,037,461300,2,060374613002,Block Group 2,G5030,S,456727,0,+34.1718834,-118.0999549,0.029841279622203013,4.4658325294343686e-5,15000US060374613002
5020,06,037,404504,2,060374045042,Block Group 2,G5030,S,367094,0,+34.1121884,-117.9033083,0.025720326207586693,3.58693666928478e-5,15000US060374045042
5021,06,037,405600,4,060374056004,Block Group 4,G5030,S,394696,0,+34.0750533,-117.9107518,0.031860304461353364,3.854969871776135e-5,15000US060374056004
5022,06,037,128302,1,060371283021,Block Group 1,G5030,S,553884,0,+34.1835514,-118.4618218,0.02987053502139569,5.4165983643201675e-5,15000US060371283021
5023,06,037,406901,1,060374069011,Block Group 1,G5030,S,207286,3490,+34.0633507,-117.9632420,0.01959438533025272,2.0583528848279038e-5,15000US060374069011
5024,06,037,123020,2,060371230202,Block Group 2,G5030,S,292760,0,+34.2029889,-118.3663622,0.022975538815634522,2.8636343156640617e-5,15000US060371230202
5025,06,037,134304,1,060371343041,Block Group 1,G5030,S,286135,0,+34.2143531,-118.6071877,0.031579703596852464,2.799179161863567e-5,15000US060371343041
5026,06,037,131600,2,060371316002,Block Group 2,G5030,S,375439,0,+34.2162269,-118.5557262,0.025580121375388884,3.6728889793702536e-5,15000US060371316002
5027,06,037,104810,2,060371048102,Block Group 2,G5030,S,395045,0,+34.2500120,-118.4079632,0.0264138347695606,3.8662406025728674e-5,15000US060371048102
5028,06,071,007106,2,060710071062,Block Group 2,G5030,S,323565,0,+34.0321030,-117.3180236,0.024770004287886168,3.1586517521091674e-5,15000US060710071062
